timestamp	x	y	stimuli_x	stimuli_y
2466370.0	127.00	132.10	-1.0	-1.0
2466371.0	126.90	131.60	-1.0	-1.0
2466372.0	126.70	131.00	-1.0	-1.0
2466373.0	126.70	130.90	-1.0	-1.0
2466374.0	126.60	130.90	-1.0	-1.0
2466375.0	126.50	131.10	-1.0	-1.0
2466376.0	126.60	131.40	-1.0	-1.0
2466377.0	126.60	131.50	-1.0	-1.0
2466378.0	126.40	131.60	-1.0	-1.0
2466379.0	126.10	131.60	-1.0	-1.0
2466380.0	126.00	131.50	-1.0	-1.0
2466381.0	125.90	131.50	-1.0	-1.0
2466382.0	125.80	132.00	-1.0	-1.0
2466383.0	126.20	132.60	-1.0	-1.0
2466384.0	126.60	133.10	-1.0	-1.0
2466385.0	127.10	132.90	-1.0	-1.0
2466386.0	127.10	132.60	-1.0	-1.0
2466387.0	127.10	132.60	-1.0	-1.0
2466388.0	127.00	133.00	-1.0	-1.0
2466389.0	126.80	133.30	-1.0	-1.0
2466390.0	126.70	133.00	-1.0	-1.0
2466391.0	126.60	132.70	-1.0	-1.0
2466392.0	126.60	132.80	-1.0	-1.0
2466393.0	126.80	133.30	-1.0	-1.0
2466394.0	127.10	133.50	-1.0	-1.0
2466395.0	127.50	133.20	-1.0	-1.0
2466396.0	127.40	132.90	-1.0	-1.0
2466397.0	127.10	132.70	-1.0	-1.0
2466398.0	126.70	132.40	-1.0	-1.0
2466399.0	126.60	132.50	-1.0	-1.0
2466400.0	126.60	132.80	-1.0	-1.0
2466401.0	126.80	133.10	-1.0	-1.0
2466402.0	126.90	133.10	-1.0	-1.0
2466403.0	127.00	133.10	-1.0	-1.0
2466404.0	127.10	133.10	-1.0	-1.0
2466405.0	126.90	133.10	-1.0	-1.0
2466406.0	126.40	133.00	-1.0	-1.0
2466407.0	126.00	132.90	-1.0	-1.0
2466408.0	126.50	133.10	-1.0	-1.0
2466409.0	127.20	133.30	-1.0	-1.0
2466410.0	128.00	133.60	-1.0	-1.0
2466411.0	128.10	133.60	-1.0	-1.0
2466412.0	128.20	133.60	-1.0	-1.0
2466413.0	128.20	133.60	-1.0	-1.0
2466414.0	128.40	133.70	-1.0	-1.0
2466415.0	128.60	133.70	-1.0	-1.0
2466416.0	128.30	133.70	-1.0	-1.0
2466417.0	127.80	133.80	-1.0	-1.0
2466418.0	127.20	134.00	-1.0	-1.0
2466419.0	127.30	134.20	-1.0	-1.0
2466420.0	127.40	134.10	-1.0	-1.0
2466421.0	127.50	134.10	-1.0	-1.0
2466422.0	127.60	134.10	-1.0	-1.0
2466423.0	127.60	134.20	-1.0	-1.0
2466424.0	127.70	134.30	-1.0	-1.0
2466425.0	127.80	134.30	-1.0	-1.0
2466426.0	127.70	134.30	-1.0	-1.0
2466427.0	127.90	134.40	-1.0	-1.0
2466428.0	128.10	134.40	-1.0	-1.0
2466429.0	128.20	134.40	-1.0	-1.0
2466430.0	128.10	134.40	-1.0	-1.0
2466431.0	128.00	134.40	-1.0	-1.0
2466432.0	128.00	134.40	-1.0	-1.0
2466433.0	128.00	134.30	-1.0	-1.0
2466434.0	127.90	134.20	-1.0	-1.0
2466435.0	128.20	134.30	-1.0	-1.0
2466436.0	128.50	134.30	-1.0	-1.0
2466437.0	128.80	134.30	-1.0	-1.0
2466438.0	128.70	134.40	-1.0	-1.0
2466439.0	128.60	134.50	-1.0	-1.0
2466440.0	128.60	134.70	-1.0	-1.0
2466441.0	128.60	134.50	-1.0	-1.0
2466442.0	128.70	134.30	-1.0	-1.0
2466443.0	128.80	134.10	-1.0	-1.0
2466444.0	129.00	134.10	-1.0	-1.0
2466445.0	129.00	134.40	-1.0	-1.0
2466446.0	129.00	134.60	-1.0	-1.0
2466447.0	129.00	134.80	-1.0	-1.0
2466448.0	129.00	134.80	-1.0	-1.0
2466449.0	129.00	135.00	-1.0	-1.0
2466450.0	129.00	135.20	-1.0	-1.0
2466451.0	129.00	135.50	-1.0	-1.0
2466452.0	129.10	135.60	-1.0	-1.0
2466453.0	129.20	135.60	-1.0	-1.0
2466454.0	129.40	135.60	-1.0	-1.0
2466455.0	129.50	135.40	-1.0	-1.0
2466456.0	129.60	135.00	-1.0	-1.0
2466457.0	129.80	134.70	-1.0	-1.0
2466458.0	129.90	134.60	-1.0	-1.0
2466459.0	129.80	134.70	-1.0	-1.0
2466460.0	129.80	134.80	-1.0	-1.0
2466461.0	129.80	135.00	-1.0	-1.0
2466462.0	129.70	135.30	-1.0	-1.0
2466463.0	129.70	135.60	-1.0	-1.0
2466464.0	129.70	135.70	-1.0	-1.0
2466465.0	129.50	135.50	-1.0	-1.0
2466466.0	129.30	135.50	-1.0	-1.0
2466467.0	129.10	135.60	-1.0	-1.0
2466468.0	129.10	135.60	-1.0	-1.0
2466469.0	129.10	135.50	-1.0	-1.0
2466470.0	129.10	135.50	-1.0	-1.0
2466471.0	129.10	135.50	-1.0	-1.0
2466472.0	129.30	135.40	-1.0	-1.0
2466473.0	129.50	135.30	-1.0	-1.0
2466474.0	129.80	135.30	-1.0	-1.0
2466475.0	129.80	135.30	-1.0	-1.0
2466476.0	129.80	135.40	-1.0	-1.0
2466477.0	129.80	135.40	-1.0	-1.0
2466478.0	129.80	135.30	-1.0	-1.0
2466479.0	129.40	135.30	-1.0	-1.0
2466480.0	129.10	135.30	-1.0	-1.0
2466481.0	128.70	135.40	-1.0	-1.0
2466482.0	128.80	135.40	-1.0	-1.0
2466483.0	128.90	135.40	-1.0	-1.0
2466484.0	129.10	135.40	-1.0	-1.0
2466485.0	129.30	135.40	-1.0	-1.0
2466486.0	129.30	135.20	-1.0	-1.0
2466487.0	129.30	135.00	-1.0	-1.0
2466488.0	129.40	134.90	-1.0	-1.0
2466489.0	129.60	135.20	-1.0	-1.0
2466490.0	129.80	135.40	-1.0	-1.0
2466491.0	129.80	135.50	-1.0	-1.0
2466492.0	129.60	135.20	-1.0	-1.0
2466493.0	129.40	134.90	-1.0	-1.0
2466494.0	129.30	134.70	-1.0	-1.0
2466495.0	129.40	134.60	-1.0	-1.0
2466496.0	129.60	134.40	-1.0	-1.0
2466497.0	129.80	134.30	-1.0	-1.0
2466498.0	129.50	134.20	-1.0	-1.0
2466499.0	129.20	134.60	-1.0	-1.0
2466500.0	129.10	135.00	-1.0	-1.0
2466501.0	129.30	135.20	-1.0	-1.0
2466502.0	129.60	135.00	-1.0	-1.0
2466503.0	129.70	134.90	-1.0	-1.0
2466504.0	129.70	134.90	-1.0	-1.0
2466505.0	129.60	134.90	-1.0	-1.0
2466506.0	129.20	134.90	-1.0	-1.0
2466507.0	128.90	134.80	-1.0	-1.0
2466508.0	128.70	134.60	-1.0	-1.0
2466509.0	128.80	134.40	-1.0	-1.0
2466510.0	128.70	134.50	-1.0	-1.0
2466511.0	128.70	134.60	-1.0	-1.0
2466512.0	128.60	134.80	-1.0	-1.0
2466513.0	128.70	134.70	-1.0	-1.0
2466514.0	128.70	134.50	-1.0	-1.0
2466515.0	128.60	134.70	-1.0	-1.0
2466516.0	128.80	135.10	-1.0	-1.0
2466517.0	128.90	135.40	-1.0	-1.0
2466518.0	129.10	135.70	-1.0	-1.0
2466519.0	129.10	135.90	-1.0	-1.0
2466520.0	129.30	135.90	-1.0	-1.0
2466521.0	129.50	135.80	-1.0	-1.0
2466522.0	129.50	135.60	-1.0	-1.0
2466523.0	129.30	135.60	-1.0	-1.0
2466524.0	129.10	135.60	-1.0	-1.0
2466525.0	129.10	135.50	-1.0	-1.0
2466526.0	129.10	135.60	-1.0	-1.0
2466527.0	128.90	135.60	-1.0	-1.0
2466528.0	128.70	135.70	-1.0	-1.0
2466529.0	128.60	135.70	-1.0	-1.0
2466530.0	128.70	135.70	-1.0	-1.0
2466531.0	128.40	135.70	-1.0	-1.0
2466532.0	128.10	135.60	-1.0	-1.0
2466533.0	127.90	135.60	-1.0	-1.0
2466534.0	127.80	135.90	-1.0	-1.0
2466535.0	128.00	136.20	-1.0	-1.0
2466536.0	128.20	136.50	-1.0	-1.0
2466537.0	128.90	136.60	-1.0	-1.0
2466538.0	129.90	137.10	-1.0	-1.0
2466539.0	132.10	137.90	-1.0	-1.0
2466540.0	134.50	138.60	-1.0	-1.0
2466541.0	137.90	139.40	-1.0	-1.0
2466542.0	141.30	140.30	-1.0	-1.0
2466543.0	146.00	141.70	-1.0	-1.0
2466544.0	150.10	143.10	-1.0	-1.0
2466545.0	156.10	144.90	-1.0	-1.0
2466546.0	162.00	146.40	-1.0	-1.0
2466547.0	169.90	148.10	-1.0	-1.0
2466548.0	176.80	149.20	-1.0	-1.0
2466549.0	184.00	150.30	-1.0	-1.0
2466550.0	191.10	150.80	-1.0	-1.0
2466551.0	198.10	151.10	-1.0	-1.0
2466552.0	203.30	151.40	-1.0	-1.0
2466553.0	207.00	151.70	-1.0	-1.0
2466554.0	209.00	151.30	-1.0	-1.0
2466555.0	210.40	150.80	-1.0	-1.0
2466556.0	210.70	150.20	-1.0	-1.0
2466557.0	209.70	149.70	-1.0	-1.0
2466558.0	208.00	149.20	-1.0	-1.0
2466559.0	205.00	148.70	-1.0	-1.0
2466560.0	202.20	148.60	-1.0	-1.0
2466561.0	198.50	148.00	-1.0	-1.0
2466562.0	194.80	147.30	-1.0	-1.0
2466563.0	190.90	146.60	-1.0	-1.0
2466564.0	188.10	146.40	-1.0	-1.0
2466565.0	185.60	146.20	-1.0	-1.0
2466566.0	183.50	146.30	-1.0	-1.0
2466567.0	182.20	146.40	-1.0	-1.0
2466568.0	180.90	147.10	-1.0	-1.0
2466569.0	180.10	147.60	-1.0	-1.0
2466570.0	179.50	148.00	-1.0	-1.0
2466571.0	179.80	147.80	-1.0	-1.0
2466572.0	180.20	147.80	-1.0	-1.0
2466573.0	180.80	147.70	-1.0	-1.0
2466574.0	181.90	147.60	-1.0	-1.0
2466575.0	182.80	147.50	-1.0	-1.0
2466576.0	183.50	147.20	-1.0	-1.0
2466577.0	183.80	147.00	-1.0	-1.0
2466578.0	184.10	146.80	-1.0	-1.0
2466579.0	184.20	146.80	-1.0	-1.0
2466580.0	184.20	146.90	-1.0	-1.0
2466581.0	184.20	147.10	-1.0	-1.0
2466582.0	184.20	147.50	-1.0	-1.0
2466583.0	184.30	148.10	-1.0	-1.0
2466584.0	184.70	148.30	-1.0	-1.0
2466585.0	185.00	148.50	-1.0	-1.0
2466586.0	185.20	148.50	-1.0	-1.0
2466587.0	185.20	148.40	-1.0	-1.0
2466588.0	185.50	148.30	-1.0	-1.0
2466589.0	186.00	148.70	-1.0	-1.0
2466590.0	186.80	149.10	-1.0	-1.0
2466591.0	187.20	149.30	-1.0	-1.0
2466592.0	187.60	149.10	-1.0	-1.0
2466593.0	187.60	149.10	-1.0	-1.0
2466594.0	187.70	149.30	-1.0	-1.0
2466595.0	187.60	149.50	-1.0	-1.0
2466596.0	187.60	149.60	-1.0	-1.0
2466597.0	187.90	149.60	-1.0	-1.0
2466598.0	188.20	150.00	-1.0	-1.0
2466599.0	188.50	150.40	-1.0	-1.0
2466600.0	188.50	150.80	-1.0	-1.0
2466601.0	188.40	150.70	-1.0	-1.0
2466602.0	188.10	150.60	-1.0	-1.0
2466603.0	187.80	150.50	-1.0	-1.0
2466604.0	187.40	150.50	-1.0	-1.0
2466605.0	187.20	150.60	-1.0	-1.0
2466606.0	187.40	150.70	-1.0	-1.0
2466607.0	188.10	150.90	-1.0	-1.0
2466608.0	188.90	151.10	-1.0	-1.0
2466609.0	189.30	151.20	-1.0	-1.0
2466610.0	189.40	151.20	-1.0	-1.0
2466611.0	189.40	151.00	-1.0	-1.0
2466612.0	189.30	150.80	-1.0	-1.0
2466613.0	189.20	150.70	-1.0	-1.0
2466614.0	189.20	150.70	-1.0	-1.0
2466615.0	189.10	150.50	-1.0	-1.0
2466616.0	189.00	150.30	-1.0	-1.0
2466617.0	188.90	150.20	-1.0	-1.0
2466618.0	188.90	150.30	-1.0	-1.0
2466619.0	188.90	150.50	-1.0	-1.0
2466620.0	188.80	150.60	-1.0	-1.0
2466621.0	188.60	150.40	-1.0	-1.0
2466622.0	188.60	150.30	-1.0	-1.0
2466623.0	189.00	150.30	-1.0	-1.0
2466624.0	189.40	150.30	-1.0	-1.0
2466625.0	189.10	150.20	-1.0	-1.0
2466626.0	188.60	150.10	-1.0	-1.0
2466627.0	188.10	149.90	-1.0	-1.0
2466628.0	188.10	149.90	-1.0	-1.0
2466629.0	188.30	149.90	-1.0	-1.0
2466630.0	188.60	149.80	-1.0	-1.0
2466631.0	188.90	149.60	-1.0	-1.0
2466632.0	188.80	149.30	-1.0	-1.0
2466633.0	188.70	149.00	-1.0	-1.0
2466634.0	188.50	148.80	-1.0	-1.0
2466635.0	188.30	148.90	-1.0	-1.0
2466636.0	188.10	148.60	-1.0	-1.0
2466637.0	187.80	148.20	-1.0	-1.0
2466638.0	187.60	148.10	-1.0	-1.0
2466639.0	187.50	148.40	-1.0	-1.0
2466640.0	187.90	148.50	-1.0	-1.0
2466641.0	188.20	148.20	-1.0	-1.0
2466642.0	188.30	147.90	-1.0	-1.0
2466643.0	188.00	147.90	-1.0	-1.0
2466644.0	187.70	148.00	-1.0	-1.0
2466645.0	187.60	148.10	-1.0	-1.0
2466646.0	187.60	148.00	-1.0	-1.0
2466647.0	187.70	147.90	-1.0	-1.0
2466648.0	188.10	147.80	-1.0	-1.0
2466649.0	188.60	147.70	-1.0	-1.0
2466650.0	189.10	147.80	-1.0	-1.0
2466651.0	189.20	147.80	-1.0	-1.0
2466652.0	189.20	147.70	-1.0	-1.0
2466653.0	189.20	147.40	-1.0	-1.0
2466654.0	189.20	147.40	-1.0	-1.0
2466655.0	189.20	147.60	-1.0	-1.0
2466656.0	189.20	147.80	-1.0	-1.0
